name	description
VFG0611	VFG0611 shiD - colicin V immunity protein shiD [imported] [Shigella flexneri (serotype 2a) 301]
VFG0612	VFG0612 tnpH - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0613	VFG0613 SF3713 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0614	VFG0614 shiF - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0615	VFG0615 iucA - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301] (VF0123)
VFG0616	VFG0616 iucB - IucB [Shigella flexneri (serotype 2a) 301] (VF0123)
VFG0617	VFG0617 iucC - IucC [Shigella flexneri (serotype 2a) 301] (VF0123)
VFG0618	VFG0618 iucD - lysine 6-monooxygenase IucD [imported] [Shigella flexneri (serotype 2a) 301] (VF0123)
VFG0619	VFG0619 iutA - receptor-like protein iutA [imported] [Shigella flexneri (serotype 2a) 301] (VF0123)
VFG0620	VFG0620 SF3720 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0621	VFG0621 yi22 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0622	VFG0622 yi21_g2 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0626	VFG0626 int - Int [Shigella flexneri (serotype 2a) 301]
VFG0627	VFG0627 SF2965 - putative superfamily I DNA helicases [Shigella flexneri (serotype 2a) 301]
VFG0628	VFG0628 SF2966 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0629	VFG0629 SF2967 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0630	VFG0630 sigA - exported serine protease SigA [Shigella flexneri (serotype 2a) 301] (VF0119)
VFG0631	VFG0631 SF2969 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0632	VFG0632 SF2970 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0633	VFG0633 SF2971 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0634	VFG0634 SF2972 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0635	VFG0635 pic - Pic [Shigella flexneri (serotype 2a) 301] (VF0120)
VFG0636	VFG0636 set1B - ShET1B [Shigella flexneri (serotype 2a) 301] (VF0125)
VFG0637	VFG0637 set1A - ShET1A [Shigella flexneri (serotype 2a) 301] (VF0125)
VFG0638	VFG0638 SF2974 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0639	VFG0639 SF2975 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0640	VFG0640 SF2976 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0641	VFG0641 SF2977 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0642	VFG0642 SF2978 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0643	VFG0643 SF2979 - TnpE-like protein [Shigella flexneri (serotype 2a) 301]
VFG0644	VFG0644 SF2980 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0645	VFG0645 SF2981 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0646	VFG0646 SF2982 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0647	VFG0647 SF2983 - transposase of Tn10 [Shigella flexneri (serotype 2a) 301]
VFG0648	VFG0648 yi21_g2 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0649	VFG0649 yi22_g5 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0650	VFG0650 SF2986 - orf, partial conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0651	VFG0651 alpA - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0652	VFG0652 SF2988 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0653	VFG0653 SF2989 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0654	VFG0654 SF2990 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0655	VFG0655 sap - Sap [Shigella flexneri (serotype 2a) 301]
VFG0656	VFG0656 SF2992 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0657	VFG0657 SF2993 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0658	VFG0658 SF2994 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0659	VFG0659 SF2995 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0660	VFG0660 yeeS - intergenic-region protein [Shigella flexneri (serotype 2a) 301]
VFG0661	VFG0661 yeeT - YeeT [Shigella flexneri (serotype 2a) 301]
VFG0662	VFG0662 SF2998 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0663	VFG0663 SF2999 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0664	VFG0664 SF3000 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0665	VFG0665 SF3001 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0666	VFG0666 SF3002 - orf, conserved hypothetical protein [Shigella flexneri (serotype 2a) 301]
VFG0667	VFG0667 icsA - outermembrane protein exposed to the bacterial surface by a C-terminal autotransporter domain and involved in the movement of intracellular bacteria by binding to N-WASP [Shigella flexneri (serotype 2a) 301] (VF0121)
VFG0669	VFG0669 gtrA - Bactoprenol-linked glucose translocase [Shigella flexneri (serotype 2a) 301] (VF0124)
VFG0670	VFG0670 gtrB - bactoprenol glucosyl transferase [Shigella flexneri (serotype 2a) 301] (VF0124)
VFG0671	VFG0671 gtrII - glucosyl tranferase II [Shigella flexneri (serotype 2a) 301] (VF0124)
VFG0672	VFG0672 int - integrase [Shigella flexneri (serotype 2a) YSH6000]
VFG0984	VFG0984 ipaA - IpaA, secreted by the Mxi-Spa machinery, modulates entry of bacteria into epithelial cells [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0985	VFG0985 ipaD - IpaD, secreted by the Mxi-Spa machinery, required for entry of bacteria into epithelial cells [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0986	VFG0986 ipaC - IpaC, secreted by the Mxi-Spa machinery, required for entry of bacteria into epithelial cells [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0987	VFG0987 ipaB - IpaB, secreted by the Mxi-Spa machinery, required for entry of bacteria into epithelial cells [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0988	VFG0988 ipgC - IpgC, cytoplasmic chaperone for IpaB and IpaC [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0989	VFG0989 ipgB - invasion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0990	VFG0990 ipgA - putative chaperone [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0991	VFG0991 icsB - invasion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0992	VFG0992 ipgD - IpgD, secreted by the Mxi-Spa machinery, modulates entry of bacteria into epithelial cells [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0993	VFG0993 ipgE - IpgE, cytoplasmic chaperone for IpgD [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0994	VFG0994 ipgF - IpgF, periplasmic protein, similarities to the catalytic site of lyzozymes [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0995	VFG0995 mxiG - MxiG, component of the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0996	VFG0996 mxiH - MxiH, component of the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0997	VFG0997 mxiI - MxiI, component of the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0998	VFG0998 mxiJ - MxiJ, lipoprotein, component of the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG0999	VFG0999 mxiK - MxiK, putative component of the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1000	VFG1000 mxiN - putative membrane protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1001	VFG1001 mxiL - putative membrane protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1002	VFG1002 mxiM - putative lipoprotein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1003	VFG1003 mxiE - Type III secretion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1004	VFG1004 mxiD - Type III secretion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1005	VFG1005 mxiC - invasion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1006	VFG1006 mxiA - invasion protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1007	VFG1007 spa15 - putative component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1008	VFG1008 spa47 - component of Mxi-Spa secretion machinery, putative ATPase [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1009	VFG1009 spa13 - component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1010	VFG1010 spa32 - Spa32, secreted by and component of the Mxi-Spa machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1011	VFG1011 spa33 - Spa33, component of the Mxi-Spa machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1012	VFG1012 spa24 - component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1013	VFG1013 spa9 - component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1014	VFG1014 spa29 - component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1015	VFG1015 spa40 - component of Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1016	VFG1016 virA - secreted VirG-processing protein [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG1017	VFG1017 icsP - VirG-specific protease [Shigella flexneri (serotype 2a) 301] (VF0122)
VFG1018	VFG1018 orf2 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1019	VFG1019 orf3 - putative transcriptional regulator [Shigella flexneri (serotype 2a) YSH6000]
VFG1020	VFG1020 orf4 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1021	VFG1021 orf5 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1022	VFG1022 orf6 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1023	VFG1023 orf7 - putative transcriptional regulator [Shigella flexneri (serotype 2a) YSH6000]
VFG1024	VFG1024 orf8 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1025	VFG1025 orf9 - putative anaerobic decarboxylate transporter [Shigella flexneri (serotype 2a) YSH6000]
VFG1026	VFG1026 aadA1 - streptomycin adenyltransferase AadA1 [Shigella flexneri (serotype 2a) YSH6000]
VFG1027	VFG1027 oxa-1 - beta-lactamase Oxa-1 [Shigella flexneri (serotype 2a) YSH6000]
VFG1028	VFG1028 intI1 - Tn21 integrase IntI1 [Shigella flexneri (serotype 2a) YSH6000]
VFG1029	VFG1029 tnpM - TnpM [Shigella flexneri (serotype 2a) YSH6000]
VFG1030	VFG1030 tnpR - resolvase TnpR [Shigella flexneri (serotype 2a) YSH6000]
VFG1031	VFG1031 tnpA - transposase TnpA [Shigella flexneri (serotype 2a) YSH6000]
VFG1032	VFG1032 cat - chloramphenicol acetyltransferase [Shigella flexneri (serotype 2a) YSH6000]
VFG1033	VFG1033 orf17 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1034	VFG1034 orf18 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1035	VFG1035 tetR - tet repressor [Shigella flexneri (serotype 2a) YSH6000]
VFG1036	VFG1036 tetA(B) - tetracycline resistance protein TetA(B) [Shigella flexneri (serotype 2a) YSH6000]
VFG1037	VFG1037 tetC - putative transcriptional regulator TetC [Shigella flexneri (serotype 2a) YSH6000]
VFG1038	VFG1038 tetD - putative transcriptional regulator TetD [Shigella flexneri (serotype 2a) YSH6000]
VFG1039	VFG1039 orf23 - putative hexosyltransferase [Shigella flexneri (serotype 2a) YSH6000]
VFG1040	VFG1040 shf - putative protein Shf [Shigella flexneri (serotype 2a) YSH6000]
VFG1041	VFG1041 orf25 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1042	VFG1042 fecE - ATP-binding protein FecE [Shigella flexneri (serotype 2a) YSH6000]
VFG1043	VFG1043 fecD - FecD [Shigella flexneri (serotype 2a) YSH6000]
VFG1044	VFG1044 fecC - FecC [Shigella flexneri (serotype 2a) YSH6000]
VFG1045	VFG1045 fecB - FecB [Shigella flexneri (serotype 2a) YSH6000]
VFG1046	VFG1046 orf30 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1047	VFG1047 fecA - FecA [Shigella flexneri (serotype 2a) YSH6000]
VFG1048	VFG1048 fecR - FecR [Shigella flexneri (serotype 2a) YSH6000]
VFG1049	VFG1049 fecI - FecI [Shigella flexneri (serotype 2a) YSH6000]
VFG1050	VFG1050 orf34 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1051	VFG1051 orf35 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1052	VFG1052 orf36 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1053	VFG1053 orf37 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1054	VFG1054 orf38 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1055	VFG1055 orf39 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1056	VFG1056 orf40 - putative transcriptional regulator [Shigella flexneri (serotype 2a) YSH6000]
VFG1057	VFG1057 orf41 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1058	VFG1058 orf42 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1059	VFG1059 orf43 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1060	VFG1060 orf44 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1061	VFG1061 orf45 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1062	VFG1062 orf46 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1063	VFG1063 orf47 - putative autotransporter [Shigella flexneri (serotype 2a) YSH6000]
VFG1064	VFG1064 orf48 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1065	VFG1065 orf49 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1066	VFG1066 orf50 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1067	VFG1067 orf51 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1068	VFG1068 orf52 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1069	VFG1069 orf53 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1070	VFG1070 orf54 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1071	VFG1071 orf55 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1072	VFG1072 orf56 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1073	VFG1073 orf57 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1074	VFG1074 orf58 - IS1328 transposase [Shigella flexneri (serotype 2a) YSH6000]
VFG1075	VFG1075 orf59 - unknown [Shigella flexneri (serotype 2a) YSH6000]
VFG1077	VFG1077 shiB - ShiB [Shigella boydii 0-1392]
VFG1080	VFG1080 orf4 - unknown [Shigella boydii 0-1392]
VFG1081	VFG1081 iucA - IucA [Shigella boydii 0-1392]
VFG1082	VFG1082 iucB - IucB [Shigella boydii 0-1392]
VFG1083	VFG1083 iucC - IucC [Shigella boydii 0-1392]
VFG1084	VFG1084 iucD - IucD [Shigella boydii 0-1392]
VFG1085	VFG1085 iutA - IutA [Shigella boydii 0-1392]
VFG1827	VFG1827 senB - enterotoxin [Shigella boydii 227] (VF0258)
VFG1828	VFG1828 stxA - Shiga toxin subunit A; RNA-N-glycosidase; catalyticsubunit [Shigella dysenteriae (serotype 1) Sd197] (VF0117)
VFG1829	VFG1829 stxB - Shiga toxin subunit B; receptor binding subunit [Shigella dysenteriae (serotype 1) Sd197] (VF0117)
VFG2041	VFG2041 ipaH7.8 - invasion plasmid antigen, secreted by the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG2042	VFG2042 ipaH9.8 - invasion plasmid antigen, secreted by the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG2043	VFG2043 ospG - OspG, secreted by the Mxi-Spa secretion machinery [Shigella flexneri (serotype 2a) 301] (VF0118)
VFG2046	VFG2046 gspC - putative general secretion protein GspC [Shigella dysenteriae Sd197] (VF0333)
VFG2047	VFG2047 gspD - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2048	VFG2048 gspE - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2049	VFG2049 gspF - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2050	VFG2050 gspG - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2051	VFG2051 gspH - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2053	VFG2053 gspJ - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2054	VFG2054 gspK - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2055	VFG2055 gspL - putative general secretion pathway for protein export [Shigella dysenteriae Sd197] (VF0333)
VFG2056	VFG2056 gspM - putative secretion pathway protein [Shigella dysenteriae Sd197] (VF0333)
VFG2052	VFG2052 gspI - putative type II secretion protein [Shigella dysenteriae Sd197] (VF0333)
VFG2423	VFG2423 scn - complement inhibitor SCIN [Staphylococcus aureus Newman] (VF0425)
VFG2421	VFG2421 sbi - IgG-binding protein SBI [Staphylococcus aureus MW2] (VF0423)
VFG2422	VFG2422 chp - chemotaxis-inhibiting protein CHIPS [Staphylococcus aureus Newman] (VF0424)
VFG2419	VFG2419 coa - staphylocoagulase precursor [Staphylococcus aureus MW2] (VF0421)
VFG1273	VFG1273 hlgA - gamma-hemolysin chain II precursor [Staphylococcus aureus MW2] (VF0011)
VFG1274	VFG1274 hlgC - gamma-hemolysin component C [Staphylococcus aureus MW2] (VF0011)
VFG1275	VFG1275 hlgB - gamma-hemolysin component B [Staphylococcus aureus MW2] (VF0011)
VFG1276	VFG1276 lukF - Panton-Valentine leukocidin chain F precursor [Staphylococcus aureus MW2] (VF0018)
VFG1277	VFG1277 lukS - Panton-Valentine leukocidin chain S precursor [Staphylococcus aureus MW2] (VF0018)
VFG1278	VFG1278 ebpS - elastin binding protein [Staphylococcus aureus MW2] (VF0008)
VFG1279	VFG1279 sdrC - Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [Staphylococcus aureus MW2] (VF0019)
VFG1280	VFG1280 sdrD - Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [Staphylococcus aureus MW2] (VF0019)
VFG1281	VFG1281 sdrE - Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [Staphylococcus aureus MW2] (VF0019)
VFG1282	VFG1282 fnbB - ORFID:MW2420~fibronectin-binding protein homolog [Staphylococcus aureus MW2] (VF0010)
VFG1283	VFG1283 fnb - ORFID:MW2421~fibronectin-binding protein homolog [Staphylococcus aureus MW2] (VF0010)
VFG1284	VFG1284 icaR - ica operon transcriptional regulator [Staphylococcus aureus MW2] (VF0014)
VFG1285	VFG1285 icaA - intercellular adhesion protein A [Staphylococcus aureus MW2] (VF0014)
VFG1286	VFG1286 icaD - intercellular adhesion protein D [Staphylococcus aureus MW2] (VF0014)
VFG1287	VFG1287 icaB - intercellular adhesion protein B [Staphylococcus aureus MW2] (VF0014)
VFG1288	VFG1288 icaC - intercellular adhesion protein C [Staphylococcus aureus MW2] (VF0014)
VFG1289	VFG1289 clfA - fibrinogen-binding protein [Staphylococcus aureus MW2] (VF0004)
VFG1290	VFG1290 clfB - Clumping factor B [Staphylococcus aureus MW2] (VF0004)
VFG1291	VFG1291 cna - collagen adhesin precursor [Staphylococcus aureus MW2] (VF0005)
VFG1292	VFG1292 hld - delta-hemolysin [Staphylococcus aureus MW2] (VF0007)
VFG1293	VFG1293 hla - Alpha-Hemolysin precursor [Staphylococcus aureus MW2] (VF0001)
VFG1294	VFG1294 sspC - cysteine protease [Staphylococcus aureus MW2] (VF0006)
VFG1295	VFG1295 sspB - cysteine protease precursor [Staphylococcus aureus MW2] (VF0006)
VFG1296	VFG1296 sspA - serine protease; V8 protease; glutamyl endopeptidase [Staphylococcus aureus MW2] (VF0023)
VFG1297	VFG1297 cap8A - truncated capsular polysaccharide synthesis enzyme Cap5A [Staphylococcus aureus MW2] (VF0003)
VFG1298	VFG1298 cap8B - capsular polysaccharide synthesis enzyme Cap8B [Staphylococcus aureus MW2] (VF0003)
VFG1299	VFG1299 cap8C - capsular polysaccharide synthesis enzyme Cap8C [Staphylococcus aureus MW2] (VF0003)
VFG1300	VFG1300 cap8D - capsular polysaccharide synthesis enzyme Cap8D [Staphylococcus aureus MW2] (VF0003)
VFG1301	VFG1301 cap8E - capsular polysaccharide synthesis enzyme Cap8E [Staphylococcus aureus MW2] (VF0003)
VFG1302	VFG1302 cap8F - capsular polysaccharide synthesis enzyme Cap8F [Staphylococcus aureus MW2] (VF0003)
VFG1303	VFG1303 cap8G - capsular polysaccharide synthesis enzyme Cap8G [Staphylococcus aureus MW2] (VF0003)
VFG1304	VFG1304 cap8H - capsular polysaccharide synthesis enzyme Cap8H [Staphylococcus aureus MW2] (VF0003)
VFG1305	VFG1305 cap8I - capsular polysaccharide synthesis enzyme Cap8I [Staphylococcus aureus MW2] (VF0003)
VFG1306	VFG1306 cap8J - capsular polysaccharide synthesis enzyme Cap8J [Staphylococcus aureus MW2] (VF0003)
VFG1307	VFG1307 cap8K - capsular polysaccharide synthesis enzyme Cap8K [Staphylococcus aureus MW2] (VF0003)
VFG1308	VFG1308 cap8L - capsular polysaccharide synthesis enzyme Cap8L [Staphylococcus aureus MW2] (VF0003)
VFG1309	VFG1309 cap8M - capsular polysaccharide synthesis enzyme Cap8M [Staphylococcus aureus MW2] (VF0003)
VFG1310	VFG1310 cap8N - capsular polysaccharide synthesis enzyme Cap8N [Staphylococcus aureus MW2] (VF0003)
VFG1311	VFG1311 cap8O - capsular polysaccharide synthesis enzyme Cap8O [Staphylococcus aureus MW2] (VF0003)
VFG1312	VFG1312 cap8P - capsular polysaccharide synthesis enzyme Cap8P [Staphylococcus aureus MW2] (VF0003)
VFG1313	VFG1313 spa - Immunoglobulin G binding protein A precursor [Staphylococcus aureus MW2] (VF0017)
VFG1314	VFG1314 aur - zinc metalloproteinase aureolysin [Staphylococcus aureus MW2] (VF0024)
VFG1315	VFG1315 hysA - hyaluronate lyase precursor [Staphylococcus aureus MW2] (VF0013)
VFG1316	VFG1316 geh - glycerol ester hydrolase [Staphylococcus aureus MW2] (VF0012)
VFG1317	VFG1317 isdB - conserved hypothetical protein [Staphylococcus aureus MW2] (VF0015)
VFG1318	VFG1318 isdA - cell surface protein [Staphylococcus aureus MW2] (VF0015)
VFG1319	VFG1319 isdC - conserved hypothetical protein [Staphylococcus aureus MW2] (VF0015)
VFG1320	VFG1320 isdD - conserved hypothetical protein [Staphylococcus aureus MW2] (VF0015)
VFG1321	VFG1321 isdE - ORFID:MW1015~hypothetical protein, similar to ferrichrome ABC transporter [Staphylococcus aureus MW2] (VF0015)
VFG1322	VFG1322 isdF - ORFID:MW1016~hypothetical protein, similar to ferrichrome ABC transporter [Staphylococcus aureus MW2] (VF0015)
VFG1323	VFG1323 srtB - NPQTN specific sortase B [Staphylococcus aureus MW2] (VF0015)
VFG1324	VFG1324 isdG - conserved hypothetical protein [Staphylococcus aureus MW2] (VF0015)
VFG1325	VFG1325 sea - staphylococcal enterotoxin A precursor [Staphylococcus aureus MW2] (VF0020)
VFG1326	VFG1326 seg2 - staphylococcal enterotoxin SeG [Staphylococcus aureus MW2] (VF0020)
VFG1327	VFG1327 sek2 - staphylococcal enterotoxin Sek [Staphylococcus aureus MW2] (VF0020)
VFG1328	VFG1328 sak - Staphylokinase precursor [Staphylococcus aureus MW2] (VF0021)
VFG1798	VFG1798 hlb - beta-hemolysin [Staphylococcus aureus] (VF0002)
VFG1799	VFG1799 map - Map [Staphylococcus aureus] (VF0016)
VFG1800	VFG1800 eta - exfoliative toxin A [Staphylococcus aureus] (VF0009)
VFG1801	VFG1801 etb - exfoliative toxin B [Staphylococcus aureus] (VF0009)
VFG1802	VFG1802 seb - enterotoxin B [Staphylococcus aureus] (VF0020)
VFG1803	VFG1803 seh - enterotoxin H precursor [Staphylococcus aureus] (VF0020)
VFG1804	VFG1804 sec1 - staphylococcal enterotoxin C3 [Staphylococcus aureus] (VF0020)
VFG1805	VFG1805 sec3 - enterotoxin C1 precursor [Staphylococcus aureus] (VF0020)
VFG1807	VFG1807 entD - enterotoxin D precursor [Staphylococcus aureus] (VF0020)
VFG1808	VFG1808 entE - enterotoxin E precursor [Staphylococcus aureus] (VF0020)
VFG1809	VFG1809 tst - toxic shock syndrome toxin-1 [Staphylococcus aureus N315] (VF0022)
VFG2418	VFG2418 NWMN_0757 - secreted von Willebrand factor-binding protein precursor [Staphylococcus aureus Newman] (VF0420)
VFG2405	VFG2405 esxA - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2406	VFG2406 esaA - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2404	VFG2404 essA - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2407	VFG2407 esaB - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2408	VFG2408 essB - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2409	VFG2409 essC - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2410	VFG2410 esaC - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2411	VFG2411 esxB - hypothetical protein [Staphylococcus aureus MW2] (VF0403)
VFG2420	VFG2420 MW0023 - Adenosine synthase A [Staphylococcus aureus MW2] (VF0422)
VFG0948	VFG0948 SpyM3_0104 - SfbII [Streptococcus pyogenes (serotype M3) MGAS315] (VF0243)
VFG0949	VFG0949 SpyM3_0098 - SfbI [Streptococcus pyogenes (serotype M3) MGAS315] (VF0243)
VFG0950	VFG0950 emm3 - M protein type 3 [Streptococcus pyogenes (serotype M3) MGAS315] (VF0242)
VFG0951	VFG0951 speA - exotoxin type A precursor - phage associated [Streptococcus pyogenes (serotype M3) MGAS315] (VF0248)
VFG0952	VFG0952 speI - streptococcal exotoxin I [Streptococcus pyogenes SF370] (VF0248)
VFG0953	VFG0953 speK - streptococcal pyrogenic exotoxin SpeK - phage associated [Streptococcus pyogenes (serotype M3) MGAS315] (VF0248)
VFG0954	VFG0954 ssa - streptococcal superantigen SSA - phage associated [Streptococcus pyogenes (serotype M3) MGAS315] (VF0248)
VFG0955	VFG0955 emm18 - M18 protein precursor [Streptococcus pyogenes (serotype M18) MGAS8232] (VF0242)
VFG0956	VFG0956 sda - streptodornase [Streptococcus pyogenes (serotype M18) MGAS8232] (VF0252)
VFG0957	VFG0957 speL - putative exotoxin precursor (SpeL) [Streptococcus pyogenes (serotype M18) MGAS8232] (VF0248)
VFG0958	VFG0958 speM - putative exotoxin precursor (SpeM) [Streptococcus pyogenes (serotype M18) MGAS8232] (VF0248)
VFG0959	VFG0959 fbp - Fbp54 [Streptococcus pyogenes SF370] (VF0243)
